,name,asset_ownership_name,latitude,longitude,asset_type,country
23,Phinda power plant,Phinda Power Producers,-28.765199,32.011978,oil_and_gas_plant,South Africa
24,Huarun Dongguan Dalang Gas power station,China Resources Power Investment Co Ltd,22.940080757444,113.944773624091,oil_and_gas_plant,China
25,Faridpur peaking power station,Bangladesh Power Development Board (BPDB),23.6191852193157,89.7733019242934,oil_and_gas_plant,Bangladesh
26,W.S. Lee Steam Station,Duke Energy Carolinas LLC,34.6022,-82.435,oil_and_gas_plant,United States
27,Uranquinty power station,Origin Energy Ltd,-35.1793948,147.2128392,oil_and_gas_plant,Australia
28,C4GT power station,C4GT LLC,37.447097,-77.1673,oil_and_gas_plant,United States
29,Camaçari Muricy II power plant,New Fortress Energy Inc,-12.6561,-38.2999,oil_and_gas_plant,Brazil
30,Lloyds Energy power station,Mitsubishi Corp,13.774431,121.024546,oil_and_gas_plant,Philippines
31,Liberty Electric power plant,Liberty Electric Power LLC,39.8614,-75.3358,oil_and_gas_plant,United States
32,Victor J Daniel Jr power station,Mississippi Power Co,30.5322,-88.5553,oil_and_gas_plant,United States
33,NAEA Ocean Peaking power station,NAEA Ocean Peaking Power LLC,40.0633,-74.1672,oil_and_gas_plant,United States
34,Tierra Noble power station,Naturgy Energy Group SA,-37.043118,-72.405662,oil_and_gas_plant,Chile
35,Tanglawan power station,Phoenix Petroleum Philippines Inc,13.773723,121.024505,oil_and_gas_plant,Philippines
36,Sendai Thermal power plant,Kyushu Electric Power Co Inc,31.8574268362645,130.200813347096,oil_and_gas_plant,Japan
37,Riyadh Cement Company power plant,Riyadh Cement Co,24.31129,46.29621,oil_and_gas_plant,Saudi Arabia
38,Camden Plant Holdings power station,Camden Plant Holdings LLC,39.9175,-75.1192,oil_and_gas_plant,United States
39,Mary power station,Turkmenenergo,37.55034442,61.84121491,oil_and_gas_plant,Turkmenistan
40,Datang Guangzhou Conghua Gas power station,Datang International Power Generation Co Ltd Guangdong Branch,23.614969,113.454288,oil_and_gas_plant,China
41,Bangla Trac Power Unit-1 power station,ACORN Infrastructure Services Ltd,23.5465484238832,90.7778975698308,oil_and_gas_plant,Bangladesh
42,Euzébio Rocha power station,Petróleo Brasileiro SA,-23.875531,-46.431825,oil_and_gas_plant,Brazil
43,Gourikwa power station,Eskom Holdings SOC Ltd,-34.166755,21.960715,oil_and_gas_plant,South Africa
44,Ceuta power station,Endesa SA,35.9026,-5.28949,oil_and_gas_plant,Spain
45,Agios Georgios power station,Public Power Corporation SA,37.95429,23.61023,oil_and_gas_plant,Greece
46,Cairo North power plant,Cairo Electricity Production Co,30.1027,31.2684,oil_and_gas_plant,Egypt
47,Hai Lang power station,Korea Gas Corp,16.994429,107.115361,oil_and_gas_plant,Viet Nam
48,Eden Yuturi power station,Petroamazonas EP,-0.528791,-76.126258,oil_and_gas_plant,Ecuador
49,Oseong power station,Pyeongtaek Energy Service Co,37.0254,127.0027,oil_and_gas_plant,
50,ExxonMobil Baton Rouge Turbine Generator power station,ExxonMobil Corp,30.489722,-91.18722,oil_and_gas_plant,United States
51,Complejo Petroquímico Cangrejera power station,Pemex-Transformación Industrial,18.092895,-94.361309,oil_and_gas_plant,Mexico
52,Buzurgan 2 power station,Ministry of Electricity (Iraq),32.12513,47.40004,oil_and_gas_plant,Iraq
53,Boca Chica power station,Karpowership Dominican Republic SAS,18.456375,-69.611345,oil_and_gas_plant,Dominican Republic
54,Arthur Kill generating station,Arthur Kill Power LLC,40.591564,-74.20004,oil_and_gas_plant,United States
55,Tanajib Cogeneration and Desalination power plant,Marubeni Corp,27.770296,48.874835,oil_and_gas_plant,Saudi Arabia
56,Neerabup power station,Shell PLC,-31.6713,115.8021,oil_and_gas_plant,Australia
57,Sol Coqueria Tubarão power station,ArcelorMittal Brasil SA,-20.252743,-40.230285,oil_and_gas_plant,Brazil
58,Orange Grove peaking facility,Orange Grove Energy LP,33.3594,-117.1114,oil_and_gas_plant,United States
59,Mari power station,Powerenergy Cyprus Ltd,34.729446,33.28253,oil_and_gas_plant,Cyprus
60,Pernambuco III power station,Termelétrica Pernambuco III SA,-7.864036,-35.018734,oil_and_gas_plant,Brazil
61,St Francis energy facility,Associated Electric Cooperative Inc,36.5852,-90.1779,oil_and_gas_plant,United States
62,Abuja power station,Siemens Energy AG,8.939696,7.076826,oil_and_gas_plant,Nigeria
63,Presidente Kennedy power station,Geradora de Energia do Espírito Santo SA,-21.203633,-41.01258,oil_and_gas_plant,Brazil
64,Beijing Zhengdong Electronic Power Group South power station,Beijing Zhengdong Electronic Power Group Co Ltd,39.97191,116.494381,oil_and_gas_plant,China
65,Kwinana Refinery cogeneration power station,Mitsui & Co Ltd,-32.2226,115.7662,oil_and_gas_plant,Australia
66,Dongguan Jintian Paper Gas Thermal power station,Dongguan Jintian Paper Co Ltd,23.055556,113.682843,oil_and_gas_plant,China
67,Negishi Refinery power station,ENEOS Corp,35.4151827246748,139.637548804238,oil_and_gas_plant,Japan
68,Indian River (FL) power station,Florida Municipal Power Agency,28.493232,-80.78012,oil_and_gas_plant,United States
69,Ghar Khola hydroelectric plant,Myagdi Hydropower LTD,28.4674,83.6528,hydro_power_low,Nepal
70,Hutchinson energy center,Evergy Kansas Central Inc,38.0906,-97.87472,oil_and_gas_plant,United States
71,Hog Bayou energy center,Mobile Energy LLC,30.7478,-88.0575,oil_and_gas_plant,United States
72,U-Thai power station,Gulf JP Co Ltd,14.331653,100.69591,oil_and_gas_plant,Thailand
73,Jones power station,Southwestern Public Service Co,33.5239,-101.7392,oil_and_gas_plant,United States
74,Umm Al Nar West and East Integrated Water and power plant,Engie Energy France,24.434803591809,54.487617015839,oil_and_gas_plant,
75,Mtwara power station,Tanzania Electric Supply Company LTD (TANESCO),-10.190272,39.992006,oil_and_gas_plant,"Tanzania, United Republic of"
76,Colombo Port Power Station,Ceylon Electricity Board,6.95380079270666,79.8558577973257,oil_and_gas_plant,
77,Al-Mansoura power station,Public Electricity Corp,12.852749,44.975476,oil_and_gas_plant,Yemen
78,Son My I power station,Kyushu Electric Power Co Inc,10.65008,107.68464,oil_and_gas_plant,Viet Nam
79,Diesel Tamaya (Suta) power station,ENGIE Energía Chile SA,-22.163687,-70.087346,oil_and_gas_plant,Chile
80,Najaf power station,Ministry of Electricity (Iraq),31.976629,44.381865,oil_and_gas_plant,Iraq
81,Shuweihat S1 power plant,Shuweihat CMS International Power Company PJSC,24.165085,52.569724,oil_and_gas_plant,United Arab Emirates
82,Yeongheung power station,Korea South-East Power Co Ltd,37.236939918507,126.43609285355,oil_and_gas_plant,
83,CPIH Guigang Distributed Gas power station,CLP (Guigang) Integrated Energy Co Ltd,23.04153,109.633091,oil_and_gas_plant,China
84,Suez power plant,East Delta Electricity Production Co,29.966834,32.549807,oil_and_gas_plant,Egypt
85,Guangdong Shajiao power complex,Guangdong Energy Group Co Ltd,22.7491928,113.6719429,oil_and_gas_plant,China
86,Jhanor Gandhar Combined Cycle power plant,NTPC Ltd,21.8242,73.1136,oil_and_gas_plant,India
87,Maputo power station,Electricidade de Moçambique EP,-25.9393,32.530062,oil_and_gas_plant,Mozambique
88,Power Island power station,INEOS USA LLC,29.2293,-95.1952,oil_and_gas_plant,United States
89,Vemagiri Combined Cycle power plant,GMR Vemagiri Power Generation Ltd,16.9238,81.8141,oil_and_gas_plant,India
90,Nova Piratininga power station,Petróleo Brasileiro SA,-23.698889,-46.678611,oil_and_gas_plant,Brazil
91,NAEA Lakewood power station,Lakewood Cogeneration LP,40.0613,-74.1686,oil_and_gas_plant,United States
92,Jeddah PP3 power plant,Saudi Electricity Co,21.433094,39.203892,oil_and_gas_plant,Saudi Arabia
93,Tunghsiao power station,Taiwan Power Co,24.490013,120.673505,oil_and_gas_plant,"Taiwan, Province of China"
94,Plains End II power station,Plains End Operating Services LLC,39.8586,-105.2256,oil_and_gas_plant,United States
95,Dresden energy facility,Appalachian Power Co,40.0928,-82.0276,oil_and_gas_plant,United States
96,Center Hybrid power station,Southern California Edison Co,33.9296,-118.1046,oil_and_gas_plant,United States
97,Castellón power station,Iberdrola Generacion SA,39.9592,-0.001,oil_and_gas_plant,Spain
98,San Carlos Power Station,Reliance Energy Development Inc,10.4826992,123.413725,oil_and_gas_plant,Philippines
99,Khani Khola 1 hydroelectric plant,Green Life Hydropower LTD,27.8189,86.3501,hydro_power_low,Nepal
100,Hermosillo Fuerza y Energía power station,Naturgy México SA de CV,29.093937,-111.096518,oil_and_gas_plant,Mexico
101,Cosumnes power station,Sacramento Financing Authority,38.338475,-121.124,oil_and_gas_plant,United States
102,Taranto Refinery power station,Enipower SpA,40.4992571358732,17.1971173117019,oil_and_gas_plant,Italy
103,Kwinana Refinery cogeneration power station,RATCH-Australia Corporation Pty Ltd,-32.2226,115.7662,oil_and_gas_plant,Australia
104,Tilghemt I power plant,Société Algérienne de Production de l'Electricité SpA,33.131708,3.345785,oil_and_gas_plant,Algeria
105,GECOL power plant 1,General Electricity Company of Libya,27.221319,14.889865,oil_and_gas_plant,Libya
106,Karpowership (Ghana) Osman Khan power station,Karpowership,4.93844,-1.696663,oil_and_gas_plant,
107,Guangxi Huaneng Guilin power station,Huaneng Guilin Gas Distributed Energy Co Ltd,25.21,110.18,oil_and_gas_plant,China
108,Yulin Health Industrial Park Natural Gas Distributed Energy Station,China Gas Holdings Ltd,22.657725,110.056727,oil_and_gas_plant,China
109,Shuaiba SWCC power plant,Saline Water Conversion Corp Corp,20.67998,39.52478,oil_and_gas_plant,Saudi Arabia
110,Dongguan Zhongdian New Energy Thermal power station,Dongguan Zhongdian New Energy Thermal Power Co Ltd,22.975775,113.828442,oil_and_gas_plant,China
111,South Harper power station,Evergy Missouri West,38.6803,-94.4824,oil_and_gas_plant,United States
112,Jiugang Group Captive Gas power station,Jiuquan Iron and Steel (Group) Co Ltd,39.848225,98.228878,oil_and_gas_plant,China
113,Refinería Miguel Hidalgo power station,Pemex-Transformación Industrial,20.049659,-99.286576,oil_and_gas_plant,Mexico
114,Recka power station,Sociedad Minera Cerro Verde S.A.A.,-6.878065,-79.792538,oil_and_gas_plant,Peru
115,Juan Manuel Valdez power station,Corporación Eléctrica Nacional (Venezuela) SA,10.562024,-62.310042,oil_and_gas_plant,"Venezuela, Bolivarian Republic of"
116,Ulsan GPS power station,SK Gas Co Ltd,35.501181,129.334363,oil_and_gas_plant,
117,Botekoshi 5 hydroelectric plant,Kalika Energy,27.789,85.8838,hydro_power_low,Nepal
118,Puertollano (Repsol) power station,Repsol SA,38.6707,-4.052,oil_and_gas_plant,Spain
119,Putrajaya power station,Tenaga Nasional Bhd,2.9659,101.6847,oil_and_gas_plant,Malaysia
120,Glow SPP 1 power station,B.Grimm Power PCL,12.695363,101.1288449,oil_and_gas_plant,Thailand
121,NuCe Sud power station,ERG SpA,37.12451,15.20911,oil_and_gas_plant,Italy
122,Laem Chabang power station,B.Grimm Power PCL,13.0913,100.8943,oil_and_gas_plant,Thailand
123,Guodian Binhai power station,Tianjin Binhai Electric Power Co Ltd,38.985802,117.654559,oil_and_gas_plant,China
124,Guernsey power station,Guernsey Power Station LLC,39.9364,-81.5354,oil_and_gas_plant,United States
125,İç Anadolu power station,Gama Enerji AŞ,39.7575,33.448,oil_and_gas_plant,
126,Banda Gas-to-Power Project,New Fortress Energy Inc,18.047845,-16.009382,oil_and_gas_plant,Mauritania
127,Ilo power station,ENGIE Energía Perú SA,-17.77597,-71.18928,oil_and_gas_plant,Peru
128,Western Area Power Generation Project,CECA SL Generation Ltd,8.475932,-13.191042,oil_and_gas_plant,Sierra Leone
129,Fujian Luoyuan Minguang Iron & Steel Co./Ltd. Gas Power Project,Fujian Luoyuan Minguang Iron & Steel Co Ltd,26.488285,119.654938,oil_and_gas_plant,
130,Siam Pure Rice Combined Cycle power station,Siam Pure Rice Co Ltd,14.849077784828,100.444793481253,oil_and_gas_plant,Thailand
131,Morgantown Generating Plant,Lanyard Power Holdings LLC,38.3592,-76.9767,oil_and_gas_plant,United States
132,Yokkaichi thermal power station,JERA Co Inc,34.973965,136.645932,oil_and_gas_plant,Japan
133,Brindisi Sud power station,Enel SpA,40.56364,18.03221,oil_and_gas_plant,Italy
134,Tuaspring Desalinisation power station,YTL PowerSeraya Pte,1.3014501,103.6214915,oil_and_gas_plant,Singapore
135,Seydi CHP power station,Turkmenenergo,39.4294,62.855,oil_and_gas_plant,Turkmenistan
136,Southern Grid Hainan Qinglan Gas power station,Hainan Power Grid Co Ltd,19.568647,110.764405,oil_and_gas_plant,China
137,Huaneng Haikou power plant,Gener 2,19.961827,110.035953,oil_and_gas_plant,China
138,Higashi-Ohgishima thermal power station,JERA Co Inc,35.494918,139.745627,oil_and_gas_plant,
139,Granadilla power station,Endesa SA,28.12218,-16.573048,oil_and_gas_plant,Spain
140,Shinincheon power station,Korea Southern Power Co Ltd,37.508,126.6159,oil_and_gas_plant,
141,H. Wilson Sundt Generating Station,Tucson Electric Power Co,32.16,-110.9047,oil_and_gas_plant,United States
142,Altamira Dynasol cogeneration power station,Iberdrola Generación México,22.447376,-97.970472,oil_and_gas_plant,Mexico
143,SEGS IX power station,Terra-Gen Operating Co-Solar,35.033,-117.338,oil_and_gas_plant,United States
144,Jurong Power Station,YTL PowerSeraya Pte,1.31,103.71,oil_and_gas_plant,Singapore
145,Jiangmen Taishan New Industrial Zone Distributed Gas power station,Jiangmen Hengjian Power Co,22.38038,112.824086,oil_and_gas_plant,China
146,Ataka power plant,East Delta Electricity Production Co,29.931321,32.464138,oil_and_gas_plant,Egypt
147,Guru Gobind Singh Refinery power station,HPCL-Mittal Energy Ltd,29.9244211610978,74.9589023838886,oil_and_gas_plant,India
148,Xavantes Aruanã power station,Aruanã Energia SA,-16.581667,-49.2575,oil_and_gas_plant,Brazil
149,Ace Embilipitiya power station,Aitken Spence Energy (ACE),6.28502864688007,80.8493079781749,oil_and_gas_plant,Sri Lanka
150,West Deptford Energy Station,West Deptford Energy LLC,39.8414,-75.2214,oil_and_gas_plant,United States
151,Rowan power station,Southern Power Co,35.7314,-80.6019,oil_and_gas_plant,United States
152,Chihuahua II (El Encino) power station,Comisión Federal de Electricidad EPE,28.445546,-105.920237,oil_and_gas_plant,Mexico
153,Sidi Krir power plant,West Delta Electricity Production Co,31.044361,29.660395,oil_and_gas_plant,Egypt
154,Eumseong power station,Korea East-West Power Co Ltd,36.9418153701013,127.654621080554,oil_and_gas_plant,
155,Al Dammam power plant,Saudi Electricity Co,26.38,50.093,oil_and_gas_plant,Saudi Arabia
156,Gulf Tasit 1 & 2 power station,Gulf MP Co Ltd,13.0173851,101.1927332,oil_and_gas_plant,Thailand
157,Be'er Tuvia power station,Israel Power Management,31.7216313,34.7529206,oil_and_gas_plant,Israel
158,Sichuan Suining Anju Natural Gas power station,China Huadian Group Corp,30.352381,105.449382,oil_and_gas_plant,China
159,Guangopolo II power station,Corporación Nacional de Electricidad EP,-0.270816,-78.451134,oil_and_gas_plant,Ecuador
160,Birdsboro power station,Birdsboro Power LLC,40.268522,-75.79967,oil_and_gas_plant,United States
161,Pueblo Airport generating station,Black Hills Colorado IPP LLC,38.320833,-104.5264,oil_and_gas_plant,United States
162,Pinjar power station,Electricity Retail and Generation Corp,-31.5591,115.8208,oil_and_gas_plant,Australia
163,Demoss Petrie power station,Tucson Electric Power Co,32.252273,-110.9921,oil_and_gas_plant,United States
164,Chonburi Ng Project power station,Gulf SRC Co Ltd,13.049968,101.193335,oil_and_gas_plant,Thailand
165,Sohar Aluminum power plant,Sohar Aluminium,24.467949,56.637836,oil_and_gas_plant,Oman
166,Black Mountain generating station,UNS Electric Inc,35.0361,-114.1594,oil_and_gas_plant,United States
167,Wayne County power station,Duke Energy Progress LLC,35.375789,-78.09805,oil_and_gas_plant,United States
168,Barrow Island LNG power station,Shell PLC,-20.77708,115.461583,oil_and_gas_plant,Australia
169,Tanagawa Daini power station,Kansai Electric Power Co,34.3216791874615,135.126054405657,oil_and_gas_plant,Japan
170,Broadwing Clean energy complex,Warwick Capital Partners LLP,39.8496585753772,-88.9510466624394,oil_and_gas_plant,United States
171,Uthmaniyah cogeneration Gas power plant,Tihama Power Generation Co Ltd,25.19,49.307,oil_and_gas_plant,Saudi Arabia
172,Komsilga power plant,Société Nationale d'électricité du Burkina,12.2511448866235,-1.57571731964883,oil_and_gas_plant,Burkina Faso
173,Zhongshan Nanlang Gas power station,Shennan Power (Zhongshan) Power Co Ltd,22.55203,113.5694,oil_and_gas_plant,China
174,Yates Steam Generating Plant,Georgia Power Co,33.4622,-84.8986,oil_and_gas_plant,United States
175,Khormala power station,Kurdistan's Ministry of Electricity,35.970182,43.774447,oil_and_gas_plant,Iraq
176,Shariati power station,Taban Energy Co,36.2369,59.7324,oil_and_gas_plant,"Iran, Islamic Republic of"
177,Guillermo Brown power station,AES Argentina Generación SA,-38.686484,-62.418512,oil_and_gas_plant,Argentina
178,Dhi Qar power station,Ministry of Electricity (Iraq),31.1042,46.3625,oil_and_gas_plant,Iraq
179,Norte Catarinense power station,Nebras Power QPSC,-26.024006,-48.802594,oil_and_gas_plant,Brazil
180,GNA IV power station,BP PLC,-21.843072,-41.013217,oil_and_gas_plant,Brazil
181,Hawthorn Station,Evergy Metro Inc,39.1306,-94.4778,oil_and_gas_plant,United States
182,DeBary power station,Duke Energy Florida LLC,28.903863,-81.332329,oil_and_gas_plant,United States
183,Boutlélis power station,Société Algérienne de Production de l'Electricité SpA,35.5658,-0.9386,oil_and_gas_plant,Algeria
184,McGrath Peaker power station,Southern California Edison Co,34.205556,-119.2469,oil_and_gas_plant,United States
185,Governador Leonel Brizola power station,Petróleo Brasileiro SA,-22.7145,-43.2541,oil_and_gas_plant,Brazil
186,Thessaloniki power station,Elpedison BV,40.6879,22.88402,oil_and_gas_plant,Greece
187,Jizan IGCC power plant,Air Products and Chemicals Inc,17.338929,42.386941,oil_and_gas_plant,Saudi Arabia
188,Manikganj (Northern) power station,Dhaka Northern Power Generations Ltd,23.8175261672536,90.1295348937227,oil_and_gas_plant,Bangladesh
189,Samalkot Combined Cycle power plant,Reliance Infrastructure Ltd,17.0853,82.1283,oil_and_gas_plant,India
190,Freeport Energy power station,Olin Blue Cube Operations,28.991289,-95.407481,oil_and_gas_plant,United States
191,University of Florida power station,Duke Energy Florida LLC,29.640278,-82.34861,oil_and_gas_plant,United States
192,Shin Nakasode power station,Shin Nakasode Power Station Co Ltd,35.454305,139.981988,oil_and_gas_plant,Japan
193,Wansley power station,Oglethorpe Power Corp,33.41342,-85.032329,oil_and_gas_plant,United States
194,Valmont Station,Public Service Company of Colorado,40.0205,-105.2009,oil_and_gas_plant,United States
195,Chapainawabganj power station,Bangladesh Power Development Board (BPDB),24.6558531217335,88.40418814909,oil_and_gas_plant,Bangladesh
196,Meghnaghat-II power station,General Electric Co,23.608172,90.595154,oil_and_gas_plant,Bangladesh
197,Bridge power station,Early Power Ltd,5.677739,0.019369,oil_and_gas_plant,Ghana
198,Howard Down power station,City of Vineland - (NJ),39.4889,-75.0347,oil_and_gas_plant,United States
199,Matheu III power station,Araucaria Energy,-34.397804,-58.837117,oil_and_gas_plant,Argentina
200,Guadalupe generating station,Calpine Corp,29.6244,-98.1419,oil_and_gas_plant,United States
201,Yudean Shenzhen Qianwan Gas power station,Shenzhen Guangqian Electric Power Co Ltd,22.50785,113.849683,oil_and_gas_plant,
202,Greenwood (MO) power station,Evergy Missouri West,38.8615,-94.2982,oil_and_gas_plant,United States
203,South Bangkok International Airport (SBIA) power station,District Cooling System and Power Plant Co Ltd,13.6940905,100.7327317,oil_and_gas_plant,Thailand
204,Korinthos power station,Korinthos Power,37.9208,23.0665,oil_and_gas_plant,Greece
205,CCC Riviera Maya (Valladolid) power station,Comisión Federal de Electricidad EPE,20.697929,-88.269832,oil_and_gas_plant,Mexico
206,Parish Generating Station,NRG Texas Power LLC,29.4828,-95.6311,oil_and_gas_plant,United States
207,Arizona power station,Inkia Energy,13.960274,-90.798959,oil_and_gas_plant,Guatemala
208,McClain energy facility,Oklahoma Gas and Electric Co,35.29774,-97.58985,oil_and_gas_plant,United States
209,Barcazas Josefa Rufina y Margarita power station,Corporación Eléctrica Nacional (Venezuela) SA,10.587631,-67.079538,oil_and_gas_plant,"Venezuela, Bolivarian Republic of"
210,Sayedpur power station,Bangladesh Power Development Board (BPDB),25.7826520267831,88.8971184666137,oil_and_gas_plant,Bangladesh
211,Turkey Point power station,Florida Power & Light Co,25.4356,-80.3308,oil_and_gas_plant,United States
212,Sendai Thermal power plant,Kyushu Electric Power Co Inc,31.8574268362645,130.200813347096,oil_and_gas_plant,Japan
213,Akita Thermal power station,Tohoku Electric Power Co Inc,39.784715154992,140.048887723844,oil_and_gas_plant,Japan
214,Dawei power station,Andaman Power and Utility Co (APU),14.0824221348568,98.1942551573394,oil_and_gas_plant,
215,Upper Modi A hydroelectric plant,Hydroelectricity Investment and Development CO LTD (HIDCL),28.3675,83.8074,hydro_power_low,Nepal
216,Kaligandaki Upper hydroelectric plant,Nepal Electricity Authority (NEA),28.4047,83.5933,hydro_power_low,Nepal
217,La Rosita power station,Saavi Energia,32.598221,-115.629682,oil_and_gas_plant,Mexico
218,Shenzhen Energy East power station,Shenzhen Energy Group Co Ltd,22.575253,114.442407,oil_and_gas_plant,China
219,Budum Khola hydroelectric plant,Arun Valley Hydropower Development CO PVT LTD,27.4865,86.8479,hydro_power_low,Nepal
220,Boalkhali power station,Rural Power Co Ltd,22.3761491375768,91.9143245917465,oil_and_gas_plant,Bangladesh
221,Kudu power station,Namibia Power Corp Ltd,-28.450438,16.246312,oil_and_gas_plant,Namibia
222,Haverhill North Cogeneration Facility,SunCoke Energy Inc,38.596657,-82.828642,oil_and_gas_plant,United States
223,Yorktown power station,Virginia Electric and Power Co,37.2153639,-76.4621611,oil_and_gas_plant,United States
224,Lomé Contour power station,ContourGlobal PLC,6.15684049813913,1.30217619562043,oil_and_gas_plant,Togo
225,Gulf KP1 & 2 power station,Gulf JP Co Ltd,14.3874658,100.9091859,oil_and_gas_plant,Thailand
226,Spring Garden power station,Barbados Light & Power Co Ltd,13.125792,-59.632191,oil_and_gas_plant,Barbados
227,Marsh Landing generating station,Clearway Energy Inc,38.016944,-121.765,oil_and_gas_plant,United States
228,Lobito power station,Korea Southern Power Co Ltd,-12.366489,13.532781,oil_and_gas_plant,Angola
229,Noblesville power station,Duke Energy Indiana LLC,40.0969,-85.9714,oil_and_gas_plant,United States
230,GNA III power station,BP PLC,-21.841185,-41.023657,oil_and_gas_plant,Brazil
231,Newport power station,EnergyAustralia Ecogen Pty Ltd,-37.8415,144.89472,oil_and_gas_plant,Australia
232,Kaltim power station,PT PLN (Persero),-0.384362,117.051473,oil_and_gas_plant,Indonesia
233,Ako power station,Kansai Electric Power Co,34.7419696793436,134.379573075446,oil_and_gas_plant,Japan
234,Harbor power station,Los Angeles Department of Water & Power,33.7706,-118.2656,oil_and_gas_plant,United States
235,Huadian Qingdao Gas Thermal power station,Huadian Qingdao Power Generation Co Ltd,36.112336,120.331687,oil_and_gas_plant,China
236,Yichang Zhongji Thermal power station,Yichang Yiling Zhongji Thermal Power Co Ltd,30.7689273800628,111.319205819177,oil_and_gas_plant,China
237,Lincoln Land energy center,Lincoln Land Energy Center LLC,39.5788,-89.57984,oil_and_gas_plant,United States
238,GNA V power station,SPIC Brasil SA,-21.842444,-41.026973,oil_and_gas_plant,Brazil
239,Reliance Meghnaghat power station,Reliance Power Ltd & JERA JV,23.607983,90.596336,oil_and_gas_plant,Bangladesh
240,Himeji Daini power station,Kansai Electric Power Co,34.772186,134.68891,oil_and_gas_plant,Japan
241,Edwaleni power station,Eswatini Electricity Co,-26.579142618378,31.3073751139475,oil_and_gas_plant,
242,Port Stanvac power station,Snowy Hydro Ltd,-35.11009,138.49089,oil_and_gas_plant,Australia
243,Big Sandy Peaker Plant,Middle River Power II LLC,38.3441,-82.5938,oil_and_gas_plant,United States
244,Summit Gazipur I power station,Ace Alliance Power Ltd,23.9945796215848,90.3377962831106,oil_and_gas_plant,Bangladesh
245,San Francisco power station,Quezon Power (Philippines) Ltd Co,14.21921,121.74899,oil_and_gas_plant,Philippines
246,Barrow Island LNG power station,ExxonMobil Corp,-20.77708,115.461583,oil_and_gas_plant,Australia
247,Umm Al Nar West and East Integrated Water and power plant,Arabian Power Company PJSC,24.434803591809,54.487617015839,oil_and_gas_plant,China
248,Mymensingh power station,Rural Power Co Ltd,24.7615776,90.4165151,oil_and_gas_plant,Bangladesh
249,Cardones power station,Inkia Energy,-27.487975,-70.3854,oil_and_gas_plant,Chile
250,Alcúdia power station,Endesa SA,39.810751,3.091411,oil_and_gas_plant,Spain
251,GNA IV power station,BP PLC,-21.843072,-41.013217,oil_and_gas_plant,Brazil
252,Chuzhou Natural Gas Peaking power station,Huaihe Energy Holding Group Co Ltd,32.6909154223709,118.878849164276,oil_and_gas_plant,China
253,Ahala power station,ENEO Cameroon,3.79888371267517,11.5054690253642,oil_and_gas_plant,Cameroon
254,Suwannee River power station,Duke Energy Florida LLC,30.376389,-83.180556,oil_and_gas_plant,United States
255,Al-Zara power plant,Public Establishment of Electricity Generation,34.959189,36.661889,oil_and_gas_plant,Syrian Arab Republic
256,Saguaro (AZ) power station,Arizona Public Service Co,32.5517,-111.3,oil_and_gas_plant,United States
257,Mistri Khola hydroelectric plant,Mountain Energy Nepal LTD,28.5057,83.6592,hydro_power_low,Nepal
258,Hines energy complex,Duke Energy Florida LLC,27.788215,-81.86998,oil_and_gas_plant,United States
259,Bayonne energy center,Bayonne Energy Center LLC,40.652834,-74.09155,oil_and_gas_plant,United States
260,Ezeiza power station,Generación Mediterránea SA,-34.903289,-58.616194,oil_and_gas_plant,Argentina
261,Metcalf energy center,Calpine Corp - Metcalf Energy Center,37.2207,-121.7457,oil_and_gas_plant,United States
262,Ivanpah 1 power station,Solar Partners II LLC,35.533056,-115.4525,oil_and_gas_plant,United States
263,Iligan Diesel power plant,Mapalad Power Corp,8.32766341110225,124.255275086277,oil_and_gas_plant,Philippines
264,Juan de Dios Bátiz Paredes power station,Comisión Federal de Electricidad EPE,25.607934,-109.051507,oil_and_gas_plant,Mexico
265,Madkyu Khola hydroelectric plant,Silkes Hydropower PVT LTD,28.3681,84.1356,hydro_power_low,Nepal
266,P L Bartow power station,Duke Energy Florida LLC,27.859535,-82.60176,oil_and_gas_plant,United States
267,Aboitiz Luzon LNG power station,JERA Co Inc,13.98526,121.74016,oil_and_gas_plant,Philippines
268,Jaci power station,Global Participações em Energia SA,-22.280748,-41.736603,oil_and_gas_plant,Brazil
269,Shandong Iron & Steel Group Yongfeng Lingang Corp. Lingang Advanced Special Steel Industry Base power station,Shandong Iron & Steel Group Yongfeng Lingang Corp,35.137845,119.074391,oil_and_gas_plant,China
270,Gasen Suape power station,Gasen Energia SA,-8.401128,-35.016435,oil_and_gas_plant,Brazil
271,Liping Khola hydroelectric plant,Him River Power PVT LTD,27.9718,85.9578,hydro_power_low,Nepal
272,Summit Khulna (KPCL) power station,Khulna Power Co Ltd,22.8665665130362,89.538835040702,oil_and_gas_plant,Bangladesh
273,Nouadhibou Thermal power plant,Mauritanian Electricity Co,20.8954,-17.0572,oil_and_gas_plant,Mauritania
274,Van CCGE power station,Aksa Enerji Uretim AŞ,38.573745,43.311898,oil_and_gas_plant,
275,Lieberman power station,Southwestern Electric Power Co,32.7047,-93.9597,oil_and_gas_plant,United States
276,Monarchak Combined Cycle power plant,North Eastern Electric Power Corporation Limited (NEEPCO),23.438,91.274,oil_and_gas_plant,India
277,Kuo Kuang power station,CTCI Corp,25.0427518,121.3421355,oil_and_gas_plant,"Taiwan, Province of China"
278,Acacia power station,Eskom Holdings SOC Ltd,-33.8831147783268,18.5358336331541,oil_and_gas_plant,South Africa
