,name,asset_ownership_name,latitude,longitude,asset_type,country
279,Al-Dur Power and Water Station,Mitsui & Co Ltd,25.969278,50.608007,oil_and_gas_plant,Bahrain
280,EGCO cogeneration (Rayong) power station,J-POWER Holdings (Thailand),12.794063,101.199347,oil_and_gas_plant,Thailand
281,Kelvin power station,Harith General Partners,-26.1157758,28.194019,oil_and_gas_plant,South Africa
282,Jiangsu Rudong Combined Cycle Gas Turbine power station,PetroChina Co Ltd,32.450155,121.303627,oil_and_gas_plant,
283,Yerevan 2 power station,ArmPower CSJC,40.112969,44.497236,oil_and_gas_plant,Armenia
284,Darlington County power station,Duke Energy Progress - (NC),34.4185,-80.1657,oil_and_gas_plant,United States
285,Topaz Generating power station,Topaz Generating LLC,29.426389,-94.97667,oil_and_gas_plant,United States
286,Yucca power station,Arizona Public Service Co,32.7214,-114.7106,oil_and_gas_plant,United States
287,Rifle generating station,Tri-State Generation and Transmission Association Inc,39.5173,-107.7299,oil_and_gas_plant,United States
288,T H Wharton power station,NRG Texas Power LLC,29.9417,-95.5306,oil_and_gas_plant,United States
289,Basrah Steel Plant power station,State Company for Iron and Steel (Iraq),30.2331,47.7687,oil_and_gas_plant,Iraq
290,Fadhili cogeneration power plant,Fadhili Plant Cogeneration Co,27.11227,49.071352,oil_and_gas_plant,Saudi Arabia
291,Le Port Est power station,EDF,-20.9305,55.3268,oil_and_gas_plant,France
292,Karappur Combined Cycle power plant,LANCO Infratech Ltd,11.1217815,79.5279036,oil_and_gas_plant,India
293,Cogeneradora Aconcagua power station,Empresa Nacional del Petróleo,-32.927668,-71.494412,oil_and_gas_plant,Chile
294,Deir El Zor power plant,Public Establishment of Electricity Generation,35.338836,40.131667,oil_and_gas_plant,Syrian Arab Republic
295,C7 power station,Electricite du Cambodge,11.5367694867623,105.082924557774,oil_and_gas_plant,Cambodia
296,Oando Kwale power station,Nigerian Agip Oil Co Ltd JV JV,5.709692,6.575917,oil_and_gas_plant,Nigeria
297,Prai (TNB) power station,TNB Prai Sdn Bhd,5.3744,100.3746,oil_and_gas_plant,
298,Haima West power station,Petroleum Development Oman LLC,19.954732,56.267661,oil_and_gas_plant,Oman
299,ShanXi TongCai Industry and Trade Co./Ltd. power project,ShanXi TongCai Industry and Trade Co Ltd,35.700262,111.431077,oil_and_gas_plant,China
300,Edge Moor Power Plant,Calpine Mid-Atlantic Generation LLC,39.73886,-75.50384,oil_and_gas_plant,
301,Duqm Independent Water and power plant,Gulf Energy Development PCL,19.530361,57.615728,oil_and_gas_plant,Oman
302,Manuel Belgrano II power station,ENARSA - Energía Argentina SA,-34.184147,-59.006496,oil_and_gas_plant,Argentina
303,Goulette power station,Tunisian Company of Electricity and Gas,36.8148,10.2897,oil_and_gas_plant,Tunisia
304,Osprey energy center power plant,Duke Energy Florida LLC,28.0525,-81.8083,oil_and_gas_plant,United States
305,Shin Kokura thermal power station,Kyushu Electric Power Co Inc,33.906636,130.859892,oil_and_gas_plant,Japan
306,Linden cogeneration plant,GS EPS,40.6322,-74.2156,oil_and_gas_plant,United States
307,Planta Pavana III power station,Luz y Fuerza de San Lorenzo SA de CV,13.404571,-87.326598,oil_and_gas_plant,Honduras
308,Clear Springs energy center,Navasota Energy Generation Holdings,29.650556,-98.01222,oil_and_gas_plant,United States
309,Plant No 2 Freeport,Village of Freeport - (NY),40.6447,-73.5683,oil_and_gas_plant,United States
310,CCC San Luis Río Colorado power station,Comisión Federal de Electricidad EPE,32.420549,-114.714932,oil_and_gas_plant,Mexico
311,Harry Allen power station,NV Energy,36.430554,-114.9024,oil_and_gas_plant,United States
312,Cartagena power station,Enel Colombia SA ESP,10.3555,-75.5109,oil_and_gas_plant,Colombia
313,Zhaoyuan Kairun Natural Gas Thermal power station,Zhaoyuan Kairun New Energy Co Ltd,37.37667,120.300802,oil_and_gas_plant,China
314,Otay Mesa Generating Project,Otay Mesa Energy Center LLC,32.581481,-116.915,oil_and_gas_plant,United States
315,Bicentenario power station,EPEC Generación,-31.66766,-63.8337,oil_and_gas_plant,Argentina
316,Khorramshahr power station,Iran Power Plant Investment Co,30.482363,48.248559,oil_and_gas_plant,"Iran, Islamic Republic of"
317,Futtsu thermal power station,JERA Co Inc,35.344714,139.834851,oil_and_gas_plant,
318,Joetsu power station,Tohoku Electric Power Co Inc,37.206141,138.278456,oil_and_gas_plant,
319,Spring Creek energy center,Evergy Kansas Central Inc,35.7422,-97.655,oil_and_gas_plant,United States
320,PPS power plant No 1,Paducah Power System,37.03385,-88.61586,oil_and_gas_plant,United States
321,Álabe Villarrubia power station,FMC Foret SA,39.98555,-3.36898,oil_and_gas_plant,Spain
322,Huadian Xianghe Gas Energy Station,Huadian International Power Co Ltd Tianjin Branch,39.851084,116.980936,oil_and_gas_plant,China
323,Hagit power station,Shikun & Binui Energy Ltd,32.6172,35.0431,oil_and_gas_plant,Israel
324,Doswell energy center,Doswell LP,37.820805,-77.44625,oil_and_gas_plant,United States
325,Dazhou Economic Zone Distributed Gas power station,Dazhou Zhineng Xiangying New Energy Technology Co Ltd,31.146122,107.474617,oil_and_gas_plant,China
326,Acaray hydroelectric plant,Administración Nacional de Electricidad (ANDE),-25.4591,-54.6289,hydro_power_low,Paraguay
327,Dedisa power station,Dedisa Peaking Power (RF) Pty Ltd,-33.743385,25.672819,oil_and_gas_plant,South Africa
328,Greens Bayou power station,NRG Texas Power LLC,29.822201,-95.21943,oil_and_gas_plant,United States
329,Timbúes power station,Pampa Energia SA,-32.577915,-60.790519,oil_and_gas_plant,Argentina
330,Maya Khola hydroelectric plant,Khanikhola Hydropower CO LTD,27.2575,87.3065,hydro_power_low,Nepal
331,Ratchaburi World cogeneration power station,Thai World Power Co Ltd,13.650941,99.846812,oil_and_gas_plant,Thailand
332,Termonordeste power station,Centrais Elétricas da Paraíba SA,-7.210341,-34.920785,oil_and_gas_plant,Brazil
333,Lower Hewa hydroelectric plant,Mountain Hydro Nepal LTD,27.1601,87.7564,hydro_power_low,Nepal
334,Ikhuwa Khola hydroelectric plant,Nepal Electricity Authority (NEA),27.6001,87.3865,hydro_power_low,Nepal
335,Henrietta Peaker Project,AltaGas Ltd,36.3491838188483,-119.784642615204,oil_and_gas_plant,United States
336,Maku Combined-Cycle Power Plant,Maku Free Trade and Industrial Zone Authority,39.291428,44.466357,oil_and_gas_plant,"Iran, Islamic Republic of"
337,Montana power station,El Paso Electric Co,31.823889,-106.2119,oil_and_gas_plant,United States
338,CPV Shay energy center,Competitive Power Ventures Inc,39.29837,-80.69298,oil_and_gas_plant,United States
339,Barker Inlet power station,AGL SA Generation Pty Ltd,-34.8068,138.5213,oil_and_gas_plant,Japan
340,Valantharavai power station,Arkay Energy Rameswarm Ltd,9.327481,78.923268,oil_and_gas_plant,India
341,Secunda power station,Sasol Synfuels,-26.5601173,29.1686447,oil_and_gas_plant,South Africa
342,Ba Ria power station,EVNGENCO 3 Co,10.489019,107.166468,oil_and_gas_plant,Viet Nam
343,Lloyds Energy power station,Lloyds Energy Ltd,13.774431,121.024546,oil_and_gas_plant,Philippines
344,Samalayuca power station,Comisión Federal de Electricidad EPE,31.328896,-106.487073,oil_and_gas_plant,Mexico
345,Baconton power plant,Tejas Power Generation LLC,31.3869,-84.08,oil_and_gas_plant,United States
346,Beijing Energy Zhuhai Yuhai Gas Thermal power station,Zhuhai Yuhai Electric Power Co Ltd,22.093095,113.155431,oil_and_gas_plant,China
347,SPIC Changshu Thermal power station,CLP Changshu Thermal Power Co Ltd,31.598177,120.84341,oil_and_gas_plant,China
348,CML&P Generating Facility No. 2,City Of Coffeyville (Kansas),37.092977,-95.585154,oil_and_gas_plant,United States
349,Intermountain power station,Intermountain Power Agency,39.509731,-112.5802,oil_and_gas_plant,United States
350,Norte Fluminense 2 power station,EDF Norte Fluminense SA,-22.318949,-41.847789,oil_and_gas_plant,Brazil
351,Termobarrancas II power station,Petróleos de Venezuela SA,8.698411,-70.209247,oil_and_gas_plant,"Venezuela, Bolivarian Republic of"
352,Qatif G-1 power plant,Saudi Arabian Oil Co,26.55,49.932,oil_and_gas_plant,Saudi Arabia
353,Gezer power station,Israel Electric Corp Ltd,31.9153,34.9188,oil_and_gas_plant,Israel
354,Ratchaburi (B.Grimm) power station,B.Grimm Power PCL,13.5472038,99.3380064,oil_and_gas_plant,Thailand
355,Confidence Rangpur power station,Confidence Power Rangpur Ltd,25.6591246522767,89.2727376531815,oil_and_gas_plant,Bangladesh
356,Khonj power station,Ghadir Khonj Power Cev Co,27.8827043,53.4284076,oil_and_gas_plant,"Iran, Islamic Republic of"
357,Atimonan power station,Atimonan One Energy Inc,14.0569,121.86168,oil_and_gas_plant,Philippines
358,Sendai Tohoku power station,Tohoku Electric Power Co Inc,38.317165,141.073482,oil_and_gas_plant,Japan
359,Ohgishima power station,Ogishima Power Co Ltd,35.479099,139.702238,oil_and_gas_plant,
360,Hainan Qionghai power station,Hainan Energy Storage Power Generation Co Ltd,19.35759,110.638461,oil_and_gas_plant,China
361,Nasrieh Gas power plant,Public Establishment of Electricity Generation,33.801408,36.682851,oil_and_gas_plant,Syrian Arab Republic
362,State Line Combined Cycle power station,Evergy Kansas Central Inc,37.0659,-94.614,oil_and_gas_plant,United States
363,Bohol diesel power station,Conal Holdings Corp,9.90808024066235,124.57194668504,oil_and_gas_plant,
364,Brush generation facility,AltaGas Blythe Operations Inc,40.2415,-103.631,oil_and_gas_plant,United States
365,Assemini power station,Enel SpA,39.22777,8.99654,oil_and_gas_plant,Italy
366,Thai Binh Combined Cycle power station,Truong Thanh Vietnam Group JSC,20.447935,106.356951,oil_and_gas_plant,Viet Nam
367,Huaneng Nanshan Gas power station,Huaneng Hainan Power Inc,18.318066,109.159802,oil_and_gas_plant,China
368,Castellon Refinery power station,BP PLC,39.9591277538194,-0.0016045273960717,oil_and_gas_plant,Spain
369,Baowu Group Echeng Iron & Steel Co./Ltd. Gas Power Project,Baowu Group Echeng Iron & Steel Co Ltd,30.39798,114.855618,oil_and_gas_plant,China
370,TermoAndes power station,AES Andes SA,-24.744,-65.0519,oil_and_gas_plant,Argentina
371,Hibiki Natural Gas power plant,Saibu Gas Co Ltd,33.9305,130.778885,oil_and_gas_plant,Japan
372,Yangzhou Hengrun Ocean Heavy Industry Co./Ltd. Gas Power Project,Yangzhou Hengrun Ocean Heavy Industry Co Ltd,32.244782,119.620862,oil_and_gas_plant,China
373,Hamlet Generating Facility,North Carolina Electric Membership Corp,34.842311,-79.73609,oil_and_gas_plant,United States
374,Jinshin power station,Formosa Plastics Corp,25.05668,121.283712,oil_and_gas_plant,"Taiwan, Province of China"
375,Bazian Combine Cycle power plant,Taurus Power Generation,30.2331,47.7687,oil_and_gas_plant,Iraq
376,Riverside Energy Resource Center (CA),City of Riverside - (CA),33.9636,-117.4528,oil_and_gas_plant,United States
377,Kumargaon power station,Energyprima Ltd,24.9175173176415,91.8251462213766,oil_and_gas_plant,Bangladesh
378,McKee Run power station,City of Dover - (DE),39.176222,-75.54663,oil_and_gas_plant,United States
379,Luiz Carlos Prestes power station,Petróleo Brasileiro SA,-20.7468,-51.6619,oil_and_gas_plant,Brazil
380,Bluffview power station,City of Farmington - (NM),36.716628,-108.2153,oil_and_gas_plant,United States
381,Jiangsu Province Binxin Steel Group Co./Ltd. power project,Jiangsu Province Binxin Steel Group Co Ltd,35.094998,119.279503,oil_and_gas_plant,China
382,P L Bartow power station,Duke Energy Florida LLC,27.859535,-82.601759,oil_and_gas_plant,United States
383,Hanford Energy Park Emergency Peaker Project,AltaGas San Joaquin Energy Inc,36.3315688718025,-119.646187814904,oil_and_gas_plant,United States
384,Boryeong power station,Korea Midland Power Co Ltd,36.4008531,126.4908314,oil_and_gas_plant,
385,Tapal Energy Power Project power plant,Tapal Energy Limited (Pvt),25.000136209218,66.9077119378254,oil_and_gas_plant,Pakistan
386,Nejapa Power power station,Inkia Energy,13.779224,-89.200902,oil_and_gas_plant,El Salvador
387,Faridabad Combined Cycle power plant,NTPC Ltd,28.3465198,77.3590025,oil_and_gas_plant,India
388,Yarnima power station,BHP Group Ltd,-23.3422001515229,119.710075533647,oil_and_gas_plant,Australia
389,Jubail cogeneration power plant,National Power Co,27.025656,49.520108,oil_and_gas_plant,Saudi Arabia
390,Payra LNG power station,BP PLC,21.999205,90.305597,oil_and_gas_plant,Bangladesh
391,Ca Na power station,Gulf Energy Development PCL,11.3355911,108.8890601,oil_and_gas_plant,
392,Guohua Yuyao Gas power station,Gener 2,30.066544,121.103506,oil_and_gas_plant,China
393,Gulf NRV power station,Gulf MP Co Ltd,14.928799,102.177099,oil_and_gas_plant,Thailand
394,Datang Foshan Gas power station,Datang Foshan Thermal Power Co Ltd,22.907718,112.813399,oil_and_gas_plant,China
395,ESC Harrison County power station,Caithness Energy LLC,39.287039,-80.32287,oil_and_gas_plant,United States
396,ELCOSA power station,Illinova Generating Co,15.85625,-87.954805,oil_and_gas_plant,Honduras
397,Blue Spruce energy center,Public Service Company of Colorado,39.747875,-104.6814,oil_and_gas_plant,United States
398,Torbat-Haidarieh Combined-Cycle power station,Rashed Torbat-e-Heydarieh Electrical Co,35.370016,59.304785,oil_and_gas_plant,"Iran, Islamic Republic of"
399,Urquhart Station,Dominion Energy South Carolina Inc,33.435,-81.9111,oil_and_gas_plant,United States
400,Parque Pilar thermal power plant,Pampa Energia SA,-34.403245,-58.966139,oil_and_gas_plant,Argentina
401,Guoxin Yancheng Gas Thermal power station,Jiangsu Guoxin Yancheng Power Plant Co Ltd,33.401444,120.116541,oil_and_gas_plant,China
402,GNA V power station,BP PLC,-21.842444,-41.026973,oil_and_gas_plant,Brazil
403,Pecém Energia II power station,New Fortress Energy Inc,-12.604368,-38.297994,oil_and_gas_plant,Brazil
404,Khoy power station,Parto Shams Taban,38.405888,44.910776,oil_and_gas_plant,"Iran, Islamic Republic of"
405,Western Mindanao Power Corporation (WMPC) Zamboanga power station,The Western Mindanao Power Corp,7.08178846689315,122.214202105512,oil_and_gas_plant,Philippines
406,Attarat power plant,Attarat Power Co,31.28562,36.52137,oil_and_gas_plant,Jordan
407,Fujairah F3 Integrated Water and power plant,F3 Holding Co,25.301931,56.370353,oil_and_gas_plant,United Arab Emirates
408,Trombay Combined Cycle power plant,Tata Power Co Ltd,19.0018,72.8967,oil_and_gas_plant,India
409,Manikganj power station,Manikganj Power Generations Ltd,23.7937292125201,90.2376048610835,oil_and_gas_plant,Bangladesh
410,Inland Empire energy center,Inland Empire Energy Center LLC,33.738839,-117.1704,oil_and_gas_plant,United States
411,Son Reus power station,Endesa SA,39.64832,2.68081,oil_and_gas_plant,Spain
412,Trapani power station,EP Produzione SpA,37.87674,12.58922,oil_and_gas_plant,Italy
413,Redding power station,City of Redding - (CA),40.507292,-122.4233,oil_and_gas_plant,United States
414,Shenzhen Energy Shan County Gas Thermal power station,Shanxian Shenneng Thermal Power Co Ltd,34.757455,116.097243,oil_and_gas_plant,China
415,Al-Zawra power plant,Federal Electricity and Water Authority (United Arab Emirates),25.447778,55.474722,oil_and_gas_plant,United Arab Emirates
416,Palamara power station,Naturgy Energy Group SA,18.555709,-70.012859,oil_and_gas_plant,Dominican Republic
417,Niigata thermal power station,Tohoku Electric Power Co Inc,37.9445143272448,139.081154253613,oil_and_gas_plant,Japan
418,Ain Sokhna IWPP power station,Hyflux,29.6724876,32.3369649,oil_and_gas_plant,Egypt
419,Mewa Khola hydroelectric plant,Union Hydropower LTD,27.5721,87.6019,hydro_power_low,Nepal
420,Aboitiz LNG power station,Aboitiz Power Corp,10.2182029704902,123.724419527038,oil_and_gas_plant,Philippines
421,Jum Khola hydroelectric plant,Sanima Hydropower,27.9588,86.2315,hydro_power_low,Nepal
422,Hachinohe thermal power station,Tohoku Electric Power Co Inc,40.534482,141.506114,oil_and_gas_plant,Japan
423,Ka Ga power station,B.Grimm Power PCL,10.703131,107.98916,oil_and_gas_plant,Viet Nam
424,Shahid Kaveh power station,Khorasan Regional Electric Co,33.753313,59.147037,oil_and_gas_plant,"Iran, Islamic Republic of"
425,Las Salinas power station,Endesa SA,28.50414,-13.84489,oil_and_gas_plant,Spain
426,Arkay Energy Rameswarm power station,Arkay Energy Rameswarm Ltd,9.32850402364651,78.9232867835315,oil_and_gas_plant,India
427,Shoubra El-Kheima power plant,Cairo Electricity Production Co,30.124257,31.237251,oil_and_gas_plant,Egypt
428,Kano power station,NNPC Ltd,11.474463,8.408401,oil_and_gas_plant,Nigeria
429,Hub power plant,Hub Power Co,24.9062465678473,66.694615070323,oil_and_gas_plant,Pakistan
430,Holden power station,Associated Electric Cooperative Inc,38.7538,-93.9983,oil_and_gas_plant,United States
431,Yahsihan power station,ACWA Power Co,39.8419786,33.4879879,oil_and_gas_plant,
432,SPIC Dongguan Dongcheng Natural Gas power station,Gener 2,23.0286572778373,113.783406710449,oil_and_gas_plant,China
433,Andimeshk-3 power station,Taraz Peyriz Civil and Construction Holding PJSC,32.494087,48.199286,oil_and_gas_plant,"Iran, Islamic Republic of"
434,MEPI GT Facility,Illinois Power Generating Co,37.2175,-88.8661,oil_and_gas_plant,United States
435,Myeik Township power station,Korea Management Policy Institute Group,12.4520544,98.5863088,oil_and_gas_plant,
436,Bastami power station,Shahrood Power Generation Co,36.2966941049733,54.7871623337999,oil_and_gas_plant,"Iran, Islamic Republic of"
437,Songkhla Chana power station,Korea Western Power Co Ltd,7.31236752218241,100.674046269261,oil_and_gas_plant,
438,Kipevu II Tsavo power station,Tsavo Power Co Ltd,-4.0386733290528,39.6360989350256,oil_and_gas_plant,Kenya
439,Barranco de Tirajana power station,Endesa SA,27.804006,-15.435877,oil_and_gas_plant,Spain
440,Bhairab power station,Doreen Power Generations and Systems Ltd,24.0559850137668,90.9794310788713,oil_and_gas_plant,Bangladesh
441,Datang Jintan Gas Thermal power station,Jiangsu Datang International Jintan Thermal Power Co Ltd,31.773087,119.608947,oil_and_gas_plant,China
442,Egbema power station,Egbema Generation Co Ltd,5.565581,6.738307,oil_and_gas_plant,Nigeria
443,Buzen power station,Kyushu Electric Power Co Inc,33.6260769381528,131.118712787113,oil_and_gas_plant,
444,Daesan Refinery power station,Hyundai Oilbank Co Ltd,37.0044913126105,126.414957843634,oil_and_gas_plant,
445,Jamshoro power station,Jamshoro Power Co Ltd,25.472717,68.265811,oil_and_gas_plant,Pakistan
446,Layyah power station,Sharjah Electricity & Water Authority,25.3527,55.3705,oil_and_gas_plant,United Arab Emirates
447,Upper Sanjen hydroelectric plant,Nepal Electricity Authority (NEA),28.2341,85.2871,hydro_power_low,Nepal
448,Site gas power station,K-Electric,24.9049185108276,66.9759362494723,oil_and_gas_plant,Pakistan
449,Crystal River Energy Complex,Duke Energy Florida LLC,28.9656,-82.6977,oil_and_gas_plant,United States
450,Gwangyang steelworks power station,POSCO Holdings Inc,34.9318,127.726052,oil_and_gas_plant,
451,Termovalle power station,EnfraGen LLC,3.564867,-76.453229,oil_and_gas_plant,Colombia
452,Lumut GB3 power station,Tenaga Nasional Bhd,4.3923,100.5897,oil_and_gas_plant,Malaysia
453,Tan Tan power plant,Office National de l'Electricité et de l'Eau Potable (Morocco),28.43905,-11.09704,oil_and_gas_plant,Morocco
454,Coloane A power station,Companhia de Electricidade de Macau,22.13739,113.57995,oil_and_gas_plant,China
455,Nghi Son Power Station,JERA Co Inc,19.4377926685485,105.768090902709,oil_and_gas_plant,Viet Nam
456,Dhar Doum CCGT power station,Office National de l'Electricité et de l'Eau Potable (Morocco),35.056149,-6.199127,oil_and_gas_plant,Morocco
457,Vung Ang power station,Korea Electric Power Corp,18.09792,106.38123,oil_and_gas_plant,Viet Nam
458,Freestone energy center,Calpine Corp,31.8907,-96.1131,oil_and_gas_plant,United States
459,Tobruk power station,General Electricity Company of Libya,32.059427,23.981335,oil_and_gas_plant,Libya
460,CKI Lamma power station,HK Electric,22.2188909,114.1082183,oil_and_gas_plant,
461,Jonesboro City Water & Light power station,City Water and Light (Arkansas),35.848561,-90.72538,oil_and_gas_plant,United States
462,North Bangkok power station,Electricity Generating Authority of Thailand,13.8129,100.5092,oil_and_gas_plant,Thailand
463,Termozulia power station,Corporación Eléctrica Nacional (Venezuela) SA,10.488508,-71.633057,oil_and_gas_plant,
464,Ptolemaïda power station,Public Power Corporation SA,40.409707,21.787573,oil_and_gas_plant,Greece
465,Sagunto power station,Naturgy Energy Group SA,39.64248,-0.23321,oil_and_gas_plant,Spain
466,CPV Fairview energy center,CPV Fairview LLC,40.412,-78.855,oil_and_gas_plant,United States
467,Abuja power station,General Electric Co,8.939696,7.076826,oil_and_gas_plant,Nigeria
468,Wales power station,Guyana Power and Light Inc,6.702742,-58.20634,oil_and_gas_plant,Guyana
469,Gobu power station,AzerEnerji JSC,40.4194535562781,49.6698075978715,oil_and_gas_plant,Azerbaijan
470,Complejo Petroquímico Independencia power station,Pemex-Transformación Industrial,19.254771,-98.416127,oil_and_gas_plant,Mexico
471,Jasper power station,Dominion Energy South Carolina Inc,32.3594,-81.1242,oil_and_gas_plant,United States
472,Ezequiel Zamora power station,Corporación Eléctrica Nacional (Venezuela) SA,9.847154,-66.267297,oil_and_gas_plant,"Venezuela, Bolivarian Republic of"
473,Dahlberg power station,Southern Power Co,34.042267,-83.39772,oil_and_gas_plant,United States
474,Western 102 power station,Nevada Gold Mines,39.5603,-119.5108,oil_and_gas_plant,United States
475,Jack County power station,Brazos Electric Power Cooperative,33.101,-97.9574,oil_and_gas_plant,United States
476,Beijing Energy Future City Gas and Thermal power station,Beijing Jingneng Future Gas Thermal Power Co Ltd,40.101992,116.468024,oil_and_gas_plant,China
477,Aceca 3 power station,Iberdrola Generacion SA,39.9442,-3.8558,oil_and_gas_plant,Spain
478,Osborne power station,Osborne Cogeneration Pty Ltd,-34.7981874,138.5071662,oil_and_gas_plant,Australia
479,Hazira Gas Processing Complex Captive Power station,Oil and Natural Gas Corp Ltd,21.1610197663738,72.7393689755691,oil_and_gas_plant,India
480,Kahe power station,Hawaiian Electric Co Inc,21.356395,-158.128853,oil_and_gas_plant,United States
481,Munshiganj power station,Electricity Generation Company of Bangladesh (EGCB),23.5005413073629,90.4145601506111,oil_and_gas_plant,Bangladesh
482,Genevapca power station,Petróleos de Venezuela SA,11.638502,-70.219035,oil_and_gas_plant,"Venezuela, Bolivarian Republic of"
483,Sagamu power station,Sagamu Independent Power Plant Ltd,6.8322,3.6319,oil_and_gas_plant,Nigeria
484,Codrongianos power station,Enel SpA,40.65292,8.71249,oil_and_gas_plant,Italy
485,Sikalbaha Peaking power station,Bangladesh Power Development Board (BPDB),22.3235132,91.8630775,oil_and_gas_plant,Bangladesh
486,Clayville power station,City of Vineland - (NJ),39.424444,-75.02,oil_and_gas_plant,United States
487,Union power station,Entergy Louisiana LLC,33.296146,-92.58936,oil_and_gas_plant,United States
488,Larsen Memorial power station,City of Lakeland - (FL),28.0797,-81.9228,oil_and_gas_plant,United States
489,Pipavav Combined Cycle power plant,GSPC Pipavav Power Co Ltd,20.8986,71.46925999999999,oil_and_gas_plant,India
490,Nossa Senhora de Fatima power station,Eneva SA,-22.306806,-41.864583,oil_and_gas_plant,Brazil
491,Northeast (MO) power station,Evergy Metro Inc,39.1228,-94.5606,oil_and_gas_plant,United States
492,CMPC Cordillera power station,Bioenergías Forestales SA,-33.611191,-70.565298,oil_and_gas_plant,Chile
493,Gimpo CHP power station,Korea Western Power Co Ltd,37.64981,126.638319,oil_and_gas_plant,
494,Jiulong Paper Mill power station,Dongguan Nine Dragons Paper Industries Co Ltd,23.0349253501774,113.536559884734,oil_and_gas_plant,China
495,Dokouheh power station,Thermal Power Plants Holding Co,32.521829,48.220956,oil_and_gas_plant,"Iran, Islamic Republic of"
496,Hassi Messaoud Nord 2 power plant,Société Algérienne de Production de l'Electricité SpA,31.787607,6.051812,oil_and_gas_plant,Algeria
497,Marulan power station,EnergyAustralia Marulan Pty Ltd,-34.607941,150.048464,oil_and_gas_plant,Australia
498,Tangshan Heavy Plate Co./Ltd. power project,Tangshan Heavy Plate Co Ltd,39.267944,119.027402,oil_and_gas_plant,China
499,Stryker Creek power station,Luminant Generation Co LLC,31.93985,-94.98983,oil_and_gas_plant,United States
500,Qingyuan Shijiao Distributed Natural Gas power station,National Energy Group Guangdong Electric Power Co Ltd,23.5035598658541,112.966359505505,oil_and_gas_plant,China
501,Anlima Energy power station,Anlima Energy Ltd,22.3290711482054,91.8741909545854,oil_and_gas_plant,Bangladesh
502,Harbor cogeneration power station,Harbor Cogeneration Co,33.7771,-118.2303,oil_and_gas_plant,United States
503,Huadian Xiangyang Fancheng Gas Thermal power station,Hubei Huadian Xiangyang Gas Turbine Thermal Power Co Ltd,32.07576,112.086038,oil_and_gas_plant,China
504,Kilo-X Dit power plant,Dar Ikhtisas Technologies (Malaysia) Sdn Bhd,15.648236,32.563096,oil_and_gas_plant,Sudan
505,Lake Road (MO) power station,Evergy Missouri West,39.7246,-94.8773,oil_and_gas_plant,United States
506,Paddys Run power station,Louisville Gas & Electric Co,38.223592,-85.8417,oil_and_gas_plant,United States
507,Mashhad power station,Ofogh Persian Gulf Energy Development Co,36.2713,59.6508,oil_and_gas_plant,"Iran, Islamic Republic of"
508,Mejillones power station,ENGIE Energía Chile SA,-23.0892,-70.4103,oil_and_gas_plant,Chile
509,Max Power (Thakayta) power station,Maxpower Thaketa Co Ltd,16.8116219701145,96.2266058724206,oil_and_gas_plant,
510,Hibiki Natural Gas power plant,Kyushu Electric Power Co Inc,33.9305,130.778885,oil_and_gas_plant,Japan
511,Degrad-des-Cannes power station,Electricité de France SA,4.86293,-52.27535,oil_and_gas_plant,
512,Zhejiang Zheneng Zhenhai United Power Generation Co./Ltd. power station,Zhenlian Gas Power Generation (Jinhua) Co Ltd,29.070952,119.580374,oil_and_gas_plant,China
513,Crockett cogeneration Project power station,ENI Crockett Ltd,38.0569,-122.2161,oil_and_gas_plant,United States
514,Pangaon power station,APR Energy Bangladesh Ltd,23.6543649471327,90.4529182269047,oil_and_gas_plant,Bangladesh
515,Anwara Jalalabad power station,Jalalabad Electric Power Co,22.2344808665827,91.858383373444,oil_and_gas_plant,Bangladesh
516,Wakayama power station,Kansai Electric Power Co,34.77375,134.666972,oil_and_gas_plant,
517,Brindisi Nord power station,Eni SpA,40.6293,18.0033,oil_and_gas_plant,Italy
518,Aceca 4 power station,Naturgy Energy Group SA,39.9427,-3.8548,oil_and_gas_plant,Spain
519,Wolf Hollow I power station,TotalEnergies SE,32.33422,-97.73169,oil_and_gas_plant,United States
520,Geramar III power station,Geradora de Energia do Maranhão SA,-2.688654,-44.292005,oil_and_gas_plant,Brazil
521,Three Gorges Energy Group Yingkou Gas Thermal power station,Three Gorges Group (Yingkou) Energy Investment Co Ltd,40.612409,122.34242,oil_and_gas_plant,China
522,Lianyungang Xingxin Iron and Steel Co./Ltd. power project,Lianyungang Xingxin Iron and Steel Co Ltd,34.384406,119.786173,oil_and_gas_plant,China
523,Nasiriyah New power station,Ministry of Electricity (Iraq),31.034427,46.202403,oil_and_gas_plant,Iraq
524,Tanjung Kidurong power station,Sarawak Energy Bhd,3.2899,113.0942,oil_and_gas_plant,Malaysia
525,CTG Tijuana power station,Comisión Federal de Electricidad EPE,32.370445,-117.069888,oil_and_gas_plant,Mexico
526,El Carmen Nuevo Leon power station,Iberdrola México SA de CV,25.869982,-100.358834,oil_and_gas_plant,Mexico
527,Gelugor power station,Tenaga Nasional Bhd,5.3803,100.3147,oil_and_gas_plant,Malaysia
528,Yeongnam power station,KOSPO YoungNam Power Co Ltd,35.5139879,129.38339,oil_and_gas_plant,
529,Kulekhani I hydroelectric plant,Nepal Electricity Authority (NEA),27.5899,85.156,hydro_power_low,Nepal
530,Chino Mines power station,FreePort-McMoRan-Corp-Chino Mines,32.6956,-108.1225,oil_and_gas_plant,United States
